ASO061,Angle of Shearing Resistance (Direct Shear Box Test),BS 1377-7 Cl 4
ASO219,"Direct Shear Test (small box, 60x60mm)",BS 1377-7
ASO060,Shear Strength -Drained Cond,"BS 1377-7, Cl 5"
ASO059,Shear Strength-Drained Cond,BS 1377-7:Cl 4
ASO062,Shear Strength-Undrained Cond,BS 1377-7:Cl5
ASO058,Unconfined Compressive Strength,BS 1377-7:Cl3
T01055,Unconsolidated-Undrained Triaxial compression test (UU),"BS 1377-7, Cl 8"
