T00365,Skid Resistance (Subsequent Point)  - Wet Pendulum / Dry Floor Friction,BS EN 1436
T00361,Skid Resistance (Wet Pendulum / Dry Floor Friction),BS EN 1436
SPL085,Slag - Chemical Analysis,BS EN 196-2
T00079,Slant Shear Strength,BS EN 12615
T00448,Slip,BS EN 12004-2
CPC332,Slip,BS EN 1308
SPL486,Slip Resistance,BS EN 1341
SPL275,Slip Resistance,BS EN 14231
SPL019,Slip Resistance(E),BS EN 13748-2
SPL015,Slip Resistance(I),BS EN 13748-1
CPC204,Slip/Skid Resistance (USRV),BS EN 1340 Annex I
CPC374,Slip/Skid Resistance (USRV),BS EN 1339 Annex I
T01012,Slip/Skid Resistance (USRV),BS EN 1344
SPL318,Slip/Skid Resistance (USRV),BS EN 1338-5.3.5
CON179,Slump Test,BS EN 12350-2
T00882,Slump-flow test,BS EN 12350-8
CPH408,Sodium oxide (Na2O),BS EN 196-2
T00799,Solar Infrared Reflectance,BS EN 4592
T00612,Soluble Phosphate (P2O5),BS EN 450-1 Annex C
T01003,Soluble Salt Content,BS EN 16455
RCK022,Sonnenbrand,BS EN 13383-2
RCK006,Soundness,BS EN 1367-2
T00458,Soundness,BS EN 196-3
CPC444,Soundness,BS EN 196-3
ASO048,Soundness Test (Magnesium / Sodium,BS EN 1367-2
ASO258,Specific gravity & Water Absorption,BS EN 1097-6
CPC469,Specific Gravity of Microsilica,BS EN 196-6
SPL163,Specific Surface,BS EN 196-6
T00034,Splitting Tensile Strength / with Fiber,BS EN 12390-6
T00826,Staining and Resistance to Chemicals,BS EN ISO 26987
SPL164,Standard Consistence,BS EN 196-3
T00436,Static Crack Bridging (Room Temperature),BS EN 1062-7 Method A
CPC432,Static Crack Bridging Ability,BS EN 1062-7
CPC493,Static Puncture Strength (CBR),BS EN ISO 12236
T00156,Stiffening Time,BS EN 1015-9 Method A
CPC193,Storage Stability,BS EN 1871
CPH136,Strip Tensile Strength including Elongation: Geotextile,BS EN ISO 10319
T00237,Stripping Test,BS EN ISO 1460
CPH399,Sulfate Content,BS EN 196-2
T00336,Sulfide Content,BS EN 196-2
CPH385,Sulphate,BS EN 196
T00594,Sulphate Content,BS EN 196-2
CPH400,Sulphide,BS EN 196-2
SPL131,Surface Hardness of Board,"BS EN 520-04+A1-09, Cl5.12"
T01043,Surface Layer Thickness,BS EN 1338 Annex C
SPL405,Surface Quality,BS EN 942
SPL346,"Surface Quality, Surface Flatness and Rectangularity/Ceramic Tile",BS EN ISO 10545-2
SPL127,Surface Water Absorption,"BS EN 520-04+A1-09, Cl5.9.1"
CPC557,Tear Strength,BS EN 12310-1
T00614,Tensile (Control Bar),BS EN ISO 15630-1
CON300,Tensile Adhesion Bond Strength,BS EN 13892-8
CPH226,Tensile Adhesion Bond Strength,BS EN 1348
T00477,Tensile Adhesion Bond Strength,BS EN 13892-8
T00440,Tensile Adhesion Bond Strength,BS EN 12004-2
T00444,Tensile Adhesion Bond Strength (After Freeze-Thaw Cycle),BS EN 12004-2
T00411,Tensile Adhesion Bond Strength (After Freeze-Thaw Cycle),BS EN 1348
T00442,Tensile Adhesion Bond Strength (After Heat Aging),BS EN 12004-2
T00100,Tensile Adhesion Bond Strength (After Heat Aging),BS EN 1348
T00101,Tensile Adhesion Bond Strength (After Water Immersion),BS EN 1348
T00441,Tensile Adhesion Bond Strength (After Water immersion),BS EN 12004-2
T00502,Tensile Adhesion Pull-Off Strength,BS EN 1542
T00434,Tensile Adhesion Pull-Off Strength,BS EN 1015-12
T00435,Tensile Adhesion Pull-Off Strength (after Weathering),BS EN 1015-12
SPL059,Tensile Adhesion Strength,BS EN 1348: 2007
CPC541,Tensile Adhesion Strength(Condition B),BS EN 1348
CPC492,Tensile Properties including Elongation,BS EN ISO 10319
CON195,Tensile Splitting Strength,BS EN 1338 Annex F
CON050,Tensile Splitting Strength,BS EN 12390-6
T00450,Tensile Strength & Elongation at Break,BS EN 12311-1
T00507,Tensile Strength & Elongation at Break,BS EN ISO 527-1
T00508,Tensile Strength & Elongation at Break,BS EN ISO 527-3
T00487,Tensile Strength & Elongation at Break,BS EN 12311-2
SPL331,Tensile Strength & Elongation/Waterproofing Membrane,BS EN 12311-1
CPH214,Tensile Strength: Conduit Systems for Cable Management,BS EN 61386-1. Cl 10.7
T00239,Tensile Test,BS EN ISO 898-1
T00243,Tensile Test,BS EN ISO 15630-1
T00244,Tensile Test,BS EN ISO 15630-3
T00251,Tensile Test,BS EN ISO 15630-2
TEN02,Tensile Test,BS EN ISO 6892-1:2009
T00252,Tensile Test (Breaking Load),BS EN ISO 898-1
T00255,Tensile Test (Breaking Load),BS EN ISO 15630-3
TENTTTT02,Tensile Test(T.T.T) - Through Thickness,BS EN 10164:2004
SPL033,Terrazzo Tiles- Density,BS EN 13748-1
SPL016,Terrazzo Tiles-Water Absorption,BS EN 13748-1
ASO177,Thermal and weathering properties,BS EN 1097-6
SPL302,Thermal Shock Resistance,BS EN 14066
PIPE118,Thermal Stability,BS EN 728
SPL194,Thickness,BS EN 29073
CPH196,Thickness,BS EN 12467
T00506,Thickness and Mass Per Unit Area,BS EN 22286
T00503,Thickness and Mass Per Unit Area,BS EN 1849-1
T00504,Thickness and Mass Per Unit Area,BS EN 1849-2
SPL332,Thickness and Mass per Unit Area/ Waterproofing Membrane,BS EN 1849-1
T00493,Thickness of Compacted Specimens,BS EN 12697-36
T00822,Thickness of Layers,BS EN ISO 24340
CPC333,Tile Adhesion Strength-Cementitious Adhesive,BS EN 1348
SPL017,Tiles-Breaking Strength & Load,BS EN 13748-2
CPH409,Titanium Oxide (TiO2),BS EN 196-2
ADM002,Total Alkali Content as Na2O equiv.,BS EN 480-12
CPH410,Total Alkalies as Na2O (By Calculation),BS EN 196-2
CON125,Total and Open Porosity,BS EN 772-4
T00665,Total Chlorine Content,BS EN ISO 1158
ASO088,Total Sulfur Content,BS EN 1744-1
CON252,Total Water Absorption,BS EN 1340 Annex E
SPL128,Total Water Absorption,"BS EN 520-04+A1-09, cl5.9.2"
CPC371,Total Water Absorption,BS EN 1339 Annex E
T01044,Total Water Absorption,BS EN 1338 Annex E
T01013,Transverse Breaking Load,BS EN 1344 Annex D
CON254,Transverse strength of Kerb Stone,BS EN 1340
CPH411,Tricalcium Aluminate (C3A) By Calculation,BS EN 196-2
CPH185,Ultimate Tensile Unit Strength and Modulus,BS EN 13121-3
CON071,Ultrasonic Pulse Velocity,BS EN 12504-4
T00073,Ultrasonic Pulse Velocity,BS EN 12504-4
RCK003,Unconfined Compressive Strength,BS EN 1926
CAL019,Universal Testing Machine: Force Measurement (Accuracy by Compression Only,BS EN ISO 7500 Part 1
CPC194,UV,BS EN 1871
SPL190,UV stability,BS EN 12224
CON323,V-funnel test,BS EN 12350-9
T01045,Visual Aspects and Appearance,BS EN 1338 Annex J
T01046,Visual Aspects and Appearance,BS EN 1339 Annex J
T01047,Visual Aspects and Appearance,BS EN 1340 Annex J
IPC049,Volatile Organic Compound – Paint,Based on BS EN ISO 11890-2
CPC369,Wall Thickness-UPVC,BS EN 1329-1
CPC372,Water Absorption,BS EN 1339 Annex E
SPL012,Water Absorption,BS EN 13755
CPC483,Water Absorption,BS EN 12808-5
CPC484,Water Absorption,BS EN 13007-4
RCK004,Water Absorption & Density,BS EN 13383-2
SPL009,Water Absorption &Density,BS EN ISO 10545-3
CPH202,Water Absorption (composite),BS EN 12467: 2004 Cl. 7.3.2.1.3
CPH200,Water Absorption (core),BS EN 12467: 2004 Cl. 7.3.2.1.3
SPL007,Water Absorption and Dry Density,BS EN 1170-6
CPC180,Water Absorption Coefficient by Capillarity,BS EN 1925
SPL020,Water Absorption(E,BS EN 13748-2
CPC172,Water Absorption-Coefficient by Capillarity,BS EN 1925
SPL503,Water Absorption-Coefficient Capillarity,BS EN 1925
SPL351,Water Absorption/Ceramic Tile,BS EN ISO 10545-3
ASO083,Water Content,BS EN 1097-5
CPC315,Water Flow Under Constant Head,BS EN ISO 11058
CSR048,Water for Concrete Purpose,BS EN 1008
T01207,Water Impermeability,BS EN 12467 Cl 7.3.3
T00884,Water Penetration,BS EN 12390-8
CON019,Water Permeability,BS EN 12390-8
CPC498,Water Permeability,BS EN ISO 11058
T00466,Water Permeability,BS EN 12390-8
T00009,Water Permeability,BS EN 12390-8
T00604,Water Requirement,BS EN 450-1 Annex B
T00592,Water Retentivity,BS EN 413-2
T00671,Water Sensitivity (Indirect Tensile Strength Ratio - ITSR),BS EN 12697-12 Method A
ASO090,Water Solubility,"BS EN 1744-1, Cl 16"
T00456,Water Vapour Transmission,BS EN 1931
ASO086,Water-sol.Chloride-Mohr,BS EN 1744-1
T00997,Water-soluble Chloride Salts,BS EN 1744-1 Cl 7
ASO087,Water-soluble Sulfates,BS EN 1744-1
CON174,Water-Souble Chloride Content,BS EN 1015 -17
T00825,Wear Resistance - Frick-Taber Test,BS EN 660-2
T01122,Weathering Resistance on Concrete Paving Blocks,BS EN 1338 Annex D
RCK009,Weight Grading,BS EN 13383-1
CPH197,Weight/m²,BS EN 12467
T00258,Weld Shear Test,BS EN ISO 15630-2
CPH223,Wide Wheel Abrasion,BS EN 1340
SPL018,Wide Wheel Abrasion Test(E),BS EN 13748-2
SPL014,Wide Wheel Abrasion Test(I),BS EN 13748-1
T01058,Workability by Abraham Cone,BS EN 12350-8 (BS EN 12715 Annex A)
T00370,Zinc Mass Coating Thickness,BS EN ISO 2178
